,Unnamed: 0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
688,3845,U001,0200418007,AM co,2020-03-17 16:39:43.750000000,2020.0,1930622128.0,2020-03-09,2020-03-24,2020-03-09,NAA8,42185.38,
689,3855,U001,200048886,SHERWO trust,2020-05-15 00:48:32.968750000,2020.0,1930838517.0,2020-04-29,2020-05-14,2020-04-29,NAA8,54984.63,0-15
690,3857,CA02,0140104440,SO corporation,2020-03-28 00:57:13.531250000,2020.0,2960620053.0,2020-03-13,2020-03-23,2020-03-13,CA10,68393.549,0-15
691,3860,U001,0200148860,DOLLA corp,2020-05-14 13:12:56.062500000,2020.0,1930855850.0,2020-05-05,2020-05-20,2020-05-05,NAA8,50135.92,
692,3862,U001,0200974851,RESTA trust,2020-03-17 02:47:09.718750000,2020.0,1930594724.0,2020-03-03,2020-03-18,2020-03-03,NAA8,2318.44,
693,3876,U001,0200881076,ALBERT foundation,2020-04-21 20:31:12.390625000,2020.0,1930772770.0,2020-04-09,2020-04-24,2020-04-09,NAA8,8177.5,
694,3878,U001,0200704858,WAKE ,2020-05-01 16:13:08.171875000,2020.0,1930785098.0,2020-04-15,2020-04-30,2020-04-15,NAA8,64915.2,0-15
695,3885,U002,0200501669,WAL MA corporation,2020-04-09 12:42:44.562500000,2020.0,1990571232.0,2020-02-29,2020-04-04,2020-02-29,NAG2,21552.0,0-15
696,3886,U001,0200762301,C&S WH corp,2020-03-13 08:40:08.984375000,2020.0,1930585552.0,2020-03-01,2020-03-16,2020-03-01,NAC6,144510.42,
697,3888,U001,0200769623,WAL-MAR co,2020-04-09 00:23:46.515625000,2020.0,1930710052.0,2020-03-26,2020-04-10,2020-03-26,NAH4,51034.09,
698,3889,CA02,0140104285,BUY- corp,2020-04-22 18:29:30.562500000,2020.0,2960624661.0,2020-03-28,2020-04-15,2020-04-05,CA10,66368.44900000001,0-15
699,3892,U001,0200704858,WAKE in,2020-05-05 02:01:10.562500000,2020.0,1930817795.0,2020-04-24,2020-05-09,2020-04-24,NAA8,136902.91,
700,3893,U001,0200762301,C&S WH trust,2020-04-14 08:09:45.921875000,2020.0,1930731779.0,2020-04-02,2020-04-17,2020-04-02,NAC6,74565.39,
701,3894,U013,140101772,CHIHAD llc,2020-05-21 07:16:59.750000000,2020.0,1991842408.0,2020-04-15,2020-05-15,2020-04-15,NAVE,16008.2,0-15
702,3896,CA02,0140106408,WAL-M corp,2020-05-16 20:05:15.562500000,2020.0,2960630543.0,2020-04-24,2020-05-05,2020-04-25,CA10,11506.158999999998,0-15
703,3898,U001,0200020431,DEC associates,2020-03-18 00:22:03.468750000,2020.0,1930599287.0,2020-03-04,2020-03-24,2020-03-01,NAM4,228.72,
704,3905,U001,0200794332,COST foundation,2020-03-23 19:26:01.492187500,2020.0,1930620495.0,2020-03-10,2020-03-25,2020-03-10,NAAX,14204.38,
705,3908,U001,0200744019,TARG associates,2020-04-05 23:03:28.515625000,2020.0,1930666779.0,2020-03-19,2020-04-03,2020-03-19,NAA8,14882.6,0-15
706,3909,U001,200759878,SA associates,2020-04-02 08:15:41.160156250,2020.0,1930659793.0,2020-03-18,2020-04-02,2020-03-18,NAH4,23506.46,0-15
707,3917,U001,200794332,COST corporation,2020-05-20 16:55:12.242187500,2020.0,1930870605.0,2020-05-07,2020-05-22,2020-05-07,NAAX,13823.96,
708,3920,U001,0200726979,BJ'S  in,2020-03-16 10:09:52.980468750,2020.0,1930592843.0,2020-03-02,2020-03-17,2020-03-02,NAA8,360.44,
709,3921,U001,0200416837,DEC trust,2020-05-05 12:53:59.156250000,2020.0,1930812817.0,2020-04-22,2020-05-09,2020-04-16,NAM4,4092.1,
710,3924,CA02,0140104409,LOB systems,2020-04-15 20:08:25.843750000,2020.0,2960623198.0,2020-03-23,2020-04-10,2020-03-31,CA10,83045.074,0-15
711,3945,U001,0200230690,DECA corp,2020-05-03 18:49:52.812500000,2020.0,1930858010.0,2020-05-05,2020-05-11,2020-05-01,NAM2,6462.27,
712,3952,U001,0200793830,M us,2020-05-25 14:30:21.218750000,2020.0,1930675551.0,2020-03-20,2020-05-24,2020-03-20,NAGD,11590.42,0-15
713,3956,U001,0200794332,COST co,2020-04-15 13:07:38.910156250,2020.0,1930723037.0,2020-04-01,2020-04-16,2020-04-01,NAAX,46643.9,
714,3965,U001,200726979,BJ'S  trust,2020-03-30 17:27:28.703125000,2020.0,1930669689.0,2020-03-18,2020-04-02,2020-03-18,NAA8,66.49,
715,3984,U001,0200726979,BJ'S  us,2020-04-24 20:55:00.656250000,2020.0,1930789153.0,2020-04-15,2020-04-30,2020-04-15,NAA8,66.37,
716,4007,U001,0200769623,WAL-MAR us,2020-03-25 05:40:23.710937500,2020.0,1930622275.0,2020-03-09,2020-03-24,2020-03-09,NAH4,16402.36,0-15
717,4009,U001,0200769623,WAL-MAR corp,2020-04-25 06:51:33.048828125,2020.0,1930768441.0,2020-04-10,2020-04-25,2020-04-10,NAH4,84286.71,0-15
718,4010,U001,0200752302,KROGER llc,2020-05-15 10:31:51.171875000,2020.0,1930848773.0,2020-05-02,2020-05-17,2020-05-02,NAA8,72035.03,
719,4014,U001,0200769623,WAL-MAR co,2020-04-18 04:47:45.453125000,2020.0,1930747227.0,2020-04-03,2020-04-18,2020-04-03,NAH4,40598.21,0-15
720,4022,U001,0200761734,H E BUT corp,2020-04-04 02:54:18.187500000,2020.0,1930691436.0,2020-03-24,2020-04-08,2020-03-24,NAA8,68631.57,
721,4025,U001,200229974,DARDEN D systems,2020-04-03 08:52:09.710937500,2020.0,1930664679.0,2020-03-18,2020-04-02,2020-03-18,NAA8,15232.14,0-15
722,4026,U001,0200769623,WAL-MAR associates,2020-04-01 12:44:27.152343750,2020.0,1930661719.0,2020-03-18,2020-04-02,2020-03-18,NAH4,8949.7,
723,4029,U001,0200759878,SA corporation,2020-04-29 19:46:07.000000000,2020.0,1930768966.0,2020-04-11,2020-04-26,2020-04-11,NAH4,14951.11,0-15
724,4032,CA02,0140106408,WAL-M us,2020-04-20 14:25:56.500000000,2020.0,2960625854.0,2020-04-03,2020-04-13,2020-04-03,CA10,3104.654,0-15
725,4034,U001,0200418007,AM llc,2020-05-17 06:44:51.093750000,2020.0,1930653235.0,2020-03-16,2020-05-20,2020-03-16,NAGD,7516.16,
726,4035,U001,0200726979,BJ'S  ,2020-03-25 19:02:52.000000000,2020.0,1930654488.0,2020-03-14,2020-03-29,2020-03-14,NAA8,482.59,
727,4036,U001,0200769623,WAL-MAR in,2020-03-21 16:58:54.984375000,2020.0,1930605726.0,2020-03-06,2020-03-21,2020-03-06,NAH4,23702.58,0-15
728,4038,U013,0100050703,CHENE ,2020-03-14 15:32:55.285156250,2020.0,1991839746.0,2020-02-28,2020-03-14,2020-02-28,NAVD,22019.0,0-15
729,4045,U001,0200772670,ASSOCIAT co,2020-03-20 03:22:18.953125000,2020.0,1930619419.0,2020-03-06,2020-03-21,2020-03-06,NAU5,60331.15,
730,4047,U001,0200769623,WAL-MAR us,2020-04-11 22:49:13.585937500,2020.0,1930712244.0,2020-03-29,2020-04-13,2020-03-29,NAH4,28415.89,
731,4056,U001,0200786288,FAMILY corp,2020-03-21 16:59:24.000000000,2020.0,1930583179.0,2020-02-29,2020-03-15,2020-02-29,NAC6,77342.28,0-15
732,4064,U001,0200769623,WAL-MAR trust,2020-03-19 18:03:33.242187500,2020.0,1930597604.0,2020-03-04,2020-03-19,2020-03-04,NAH4,30315.73,0-15
733,4065,U001,0100047441,ITTELL corp,2020-05-05 04:43:49.125000000,2020.0,1930754614.0,2020-04-06,2020-04-21,2020-04-06,NAA8,24868.77,0-15
734,4067,U001,0200769623,WAL-MAR ,2020-04-20 13:54:20.484375000,2020.0,1930739973.0,2020-04-05,2020-04-20,2020-04-05,NAH4,48184.42,0-15
735,4072,U001,0200592182,DECA corp,2020-05-17 13:59:59.562500000,2020.0,1930880501.0,2020-05-08,2020-05-24,2020-05-01,NAM4,628.08,
736,4073,U001,0200769623,WAL-MAR ,2020-03-13 19:32:32.585937500,2020.0,1930560859.0,2020-02-27,2020-03-13,2020-02-27,NAH4,14604.66,0-15
737,4081,U001,0200772670,ASSOCIAT trust,2020-05-06 03:53:58.054687500,2020.0,1930804910.0,2020-04-20,2020-05-05,2020-04-20,NAU5,121663.25,0-15
738,4091,U001,0200769623,WAL-MAR systems,2020-04-09 20:27:51.565429688,2020.0,1930706324.0,2020-03-26,2020-04-10,2020-03-26,NAH4,15489.78,
739,4094,U001,0200772595,SAFEW corp,2020-03-29 23:10:52.453125000,2020.0,1930647209.0,2020-03-13,2020-03-28,2020-03-13,NAA8,76228.63,0-15
740,4100,U001,0200726979,BJ'S  systems,2020-04-11 05:45:13.500000000,2020.0,1930710442.0,2020-03-27,2020-04-11,2020-03-27,NAA8,571.15,0-15
741,4102,U001,0200561861,CO us,2020-03-17 09:45:41.597656250,2020.0,1930575556.0,2020-03-03,2020-03-18,2020-03-03,NAA8,29605.72,
742,4103,U001,0200772670,ASSOCIAT trust,2020-03-13 14:08:47.500000000,2020.0,1930593519.0,2020-03-02,2020-03-17,2020-03-02,NAU5,6541.48,
743,4104,U001,0200719526,SHARP S us,2020-05-05 02:08:03.640625000,2020.0,1930788780.0,2020-04-22,2020-05-07,2020-04-22,NAA8,7997.77,
744,4108,U001,0200769623,WAL-MAR trust,2020-03-18 10:06:39.500000000,2020.0,1930623220.0,2020-03-09,2020-03-24,2020-03-09,NAH4,627.61,
745,4112,U001,0200769623,WAL-MAR foundation,2020-04-24 19:15:23.695312500,2020.0,1930760752.0,2020-04-09,2020-04-24,2020-04-09,NAH4,27146.91,0-15
746,4120,U001,0200756072,REINHA us,2020-06-24 07:30:00.906250000,2020.0,1930933518.0,2020-05-22,2020-06-21,2020-05-22,NAD5,1.17,0-15
747,4121,U001,0200936373,SUPE in,2020-05-09 08:25:14.062500000,2020.0,1930805227.0,2020-04-22,2020-05-07,2020-04-22,NAA8,3361.18,0-15
748,4125,U001,0200126819,MCLANE in,2020-04-20 06:06:21.156250000,2020.0,1930691677.0,2020-03-31,2020-04-15,2020-03-31,NAA8,3885.89,0-15
749,4131,U001,0200790107,ROU corp,2020-04-04 03:21:53.375000000,2020.0,1930641587.0,2020-03-11,2020-03-26,2020-03-11,NAC6,57999.85,0-15
750,4132,U001,0200706844,WINC corp,2020-04-23 12:30:15.125000000,2020.0,1930738365.0,2020-04-04,2020-04-19,2020-04-04,NAA8,25356.44,0-15
751,4149,U001,0200726979,BJ'S  associates,2020-03-24 14:20:52.410156250,2020.0,1930623552.0,2020-03-09,2020-03-24,2020-03-09,NAA8,14286.39,0-15
752,4151,U001,0200974851,RESTA associates,2020-03-19 01:07:30.515625000,2020.0,1930608315.0,2020-03-05,2020-03-20,2020-03-05,NAA8,3238.57,
753,4153,U001,0200762301,C&S WH us,2020-05-16 08:09:45.921875000,2020.0,1930850406.0,2020-05-04,2020-05-19,2020-05-04,NAC6,74281.89,
754,4154,U001,0200762301,C&S WH ,2020-04-04 09:05:50.894531250,2020.0,1930683480.0,2020-03-21,2020-04-05,2020-03-21,NAC6,25667.99,
755,4156,U001,0200769623,WAL-MAR associates,2020-05-18 10:38:38.812500000,2020.0,1930848366.0,2020-05-03,2020-05-18,2020-05-03,NAH4,86016.84,0-15
756,4163,U001,0200741831,SUPE foundation,2020-04-20 05:29:06.093750000,2020.0,1930731203.0,2020-04-01,2020-04-16,2020-04-01,NAA8,15459.0,0-15
757,4169,U001,100031704,DELHAIZE in,2020-05-11 12:34:01.031250000,2020.0,1930628732.0,2020-03-10,2020-05-14,2020-03-10,NAGD,12751.57,
758,4174,U001,0200875006,KROGER ,2020-04-28 11:40:20.500000000,2020.0,1930784322.0,2020-04-14,2020-04-29,2020-04-14,NAA8,71640.38,
759,4175,U001,0200759878,SA llc,2020-04-12 14:02:25.578125000,2020.0,1930706744.0,2020-03-27,2020-04-11,2020-03-27,NAH4,11286.27,0-15
760,4194,U001,0200762301,C&S WH in,2020-04-06 00:41:19.427734375,2020.0,1930684932.0,2020-03-22,2020-04-06,2020-03-22,NAC6,25667.08,0-15
761,4195,U001,0200769623,WAL-MAR in,2020-03-21 03:49:44.796875000,2020.0,1930618995.0,2020-03-08,2020-03-23,2020-03-08,NAH4,3814.5,
762,4202,U001,0200744019,TARG foundation,2020-04-28 01:20:19.937500000,2020.0,1930756826.0,2020-04-08,2020-04-23,2020-04-08,NAA8,15248.52,0-15
763,4205,U001,0200769623,WAL-MAR co,2020-03-22 12:52:57.359375000,2020.0,1930621268.0,2020-03-09,2020-03-24,2020-03-09,NAH4,6929.33,
764,4207,U001,0200769623,WAL-MAR llc,2020-04-07 16:50:18.062500000,2020.0,1930691297.0,2020-03-25,2020-04-09,2020-03-25,NAH4,18440.48,
765,4209,U001,0200769623,WAL-MAR co,2020-03-31 23:14:50.375000000,2020.0,1930667033.0,2020-03-18,2020-04-02,2020-03-18,NAH4,40863.2,
766,4213,U001,0200772595,SAFEW corporation,2020-03-25 17:09:48.187500000,2020.0,1930623429.0,2020-03-09,2020-03-24,2020-03-09,NAA8,54498.2,0-15
767,4231,U013,0140103480,PRIC in,2020-05-13 20:01:06.656250000,2020.0,1991840355.0,2020-03-31,2020-05-15,2020-03-31,NAVF,73266.06,
768,4236,U001,0200704858,WAKE corporation,2020-04-02 15:22:38.328125000,2020.0,1930669287.0,2020-03-20,2020-04-04,2020-03-20,NAA8,7647.94,
769,4243,U001,0200723794,MID MO corporation,2020-05-17 06:40:40.273437500,2020.0,1930838646.0,2020-05-01,2020-05-16,2020-05-01,NAA8,52877.06,0-15
770,4251,U001,0200794332,COST co,2020-04-15 04:05:19.171875000,2020.0,1930708554.0,2020-03-30,2020-04-14,2020-03-30,NAAX,32481.88,0-15
771,4261,CA02,0140104409,LOB in,2020-04-22 22:53:49.367187500,2020.0,2960626409.0,2020-04-03,2020-04-22,2020-04-12,CA10,51581.985,0-15
772,4270,U001,200726979,BJ'S  associates,2020-04-14 17:23:27.425781250,2020.0,1930724307.0,2020-03-30,2020-04-14,2020-03-30,NAA8,771.3,0-15
773,4288,U001,CCCA02,KRAFT  llc,2020-04-20 20:52:05.218750000,2020.0,1930633951.0,2020-03-11,2020-04-15,2020-03-11,NAG2,16628.37,0-15
774,4289,U001,100031704,DELHAIZE co,2020-05-15 23:30:07.906250000,2020.0,1930841875.0,2020-04-29,2020-05-14,2020-04-29,NAA8,125927.18,0-15
775,4294,U001,0200769623,WAL-MAR corporation,2020-04-12 15:34:07.437500000,2020.0,1930714298.0,2020-03-29,2020-04-13,2020-03-29,NAH4,13533.11,
776,4297,U001,0200706844,WINC co,2020-04-23 17:29:29.656250000,2020.0,1930744185.0,2020-04-03,2020-04-18,2020-04-03,NAA8,3639.14,0-15
777,4311,U001,0200078795,H T H us,2020-04-02 05:03:23.980468750,2020.0,1930669262.0,2020-03-18,2020-04-02,2020-03-18,NAA8,5612.16,0-15
778,4323,U001,0200781803,JRD trust,2020-03-19 08:22:23.062500000,2020.0,1930618279.0,2020-03-09,2020-03-24,2020-03-09,NAA8,10292.67,
779,4333,U001,0200881076,ALBERT us,2020-04-14 11:43:12.500000000,2020.0,1930727166.0,2020-04-01,2020-04-16,2020-04-01,NAA8,39701.32,
780,4344,U001,0200761734,H E BUT in,2020-03-21 15:19:44.781250000,2020.0,1930642153.0,2020-03-12,2020-03-27,2020-03-12,NAA8,55297.38,
781,4345,U001,0200769623,WAL-MAR co,2020-04-07 02:35:19.198242188,2020.0,1930685142.0,2020-03-23,2020-04-07,2020-03-23,NAH4,11383.13,0-15
782,4356,U001,0200769623,WAL-MAR corp,2020-04-11 13:31:50.734375000,2020.0,1930718106.0,2020-03-30,2020-04-14,2020-03-30,NAH4,1991.84,
783,4361,U001,0200762301,C&S WH systems,2020-05-12 02:20:51.773437500,2020.0,1930832045.0,2020-04-28,2020-05-13,2020-04-28,NAC6,45529.77,
784,4382,U001,CCU002,KRFT FDS corp,2020-04-10 09:42:17.562500000,2020.0,1930567001.0,2020-02-29,2020-04-04,2020-02-29,NAG2,2807.84,0-15
785,4392,U001,0200732755,KROGER systems,2020-03-17 15:27:42.093750000,2020.0,1930601191.0,2020-03-05,2020-03-20,2020-03-05,NAA8,14189.05,
786,4404,U001,0200762301,C&S WH associates,2020-04-27 05:48:29.843750000,2020.0,1930782366.0,2020-04-14,2020-04-29,2020-04-14,NAC6,51340.44,
787,4407,U001,0200705372,FR trust,2020-05-02 16:10:34.750000000,2020.0,1930584602.0,2020-03-02,2020-05-06,2020-03-02,NAGD,3382.64,
788,4410,U001,0200726979,BJ'S  us,2020-03-11 21:59:34.437500000,2020.0,1930580061.0,2020-03-02,2020-03-17,2020-03-02,NAA8,171.92,
789,4421,U001,0200769623,WAL-MAR associates,2020-05-01 00:03:06.328125000,2020.0,1930795029.0,2020-04-17,2020-05-02,2020-04-17,NAH4,16871.67,
790,4425,U001,0200769623,WAL-MAR ,2020-04-13 13:55:22.046875000,2020.0,1930715974.0,2020-03-31,2020-04-15,2020-03-31,NAH4,58020.77,
791,4427,U001,0200769623,WAL-MAR co,2020-04-05 22:39:53.984375000,2020.0,1930686254.0,2020-03-23,2020-04-07,2020-03-23,NAH4,25704.91,
792,4438,U001,0200705742,DOT foundation,2020-03-27 14:35:35.843750000,2020.0,1930669311.0,2020-03-18,2020-04-02,2020-03-18,NAA8,46849.22,
793,4458,U001,0200093491,WISCO llc,2020-03-28 16:27:16.703125000,2020.0,1930637854.0,2020-03-11,2020-03-26,2020-03-11,NAA8,103125.0,0-15
794,4461,U001,0200761734,H E BUT llc,2020-04-05 01:09:40.351562500,2020.0,1930674354.0,2020-03-22,2020-04-06,2020-03-22,NAA8,14812.16,
795,4481,U001,200769623,WAL-MAR co,2020-05-23 17:00:56.109375000,2020.0,1930883680.0,2020-05-10,2020-05-25,2020-05-10,NAH4,6532.6,
796,4492,U001,0200769623,WAL-MAR ,2020-03-12 14:26:21.343750000,2020.0,1930582588.0,2020-02-28,2020-03-14,2020-02-28,NAH4,16921.67,
797,4493,U001,0200418007,AM foundation,2020-03-29 16:13:11.093750000,2020.0,1930649355.0,2020-03-18,2020-04-02,2020-03-18,NAA8,154608.97,
798,4498,U001,0200769623,WAL-MAR foundation,2020-04-21 00:19:58.420410156,2020.0,1930753151.0,2020-04-06,2020-04-21,2020-04-06,NAH4,58528.58,0-15
799,4501,U001,200769623,WAL-MAR ,2020-05-26 19:32:12.112304688,2020.0,1930884985.0,2020-05-12,2020-05-27,2020-05-12,NAH4,13344.65,
800,4508,U001,0200555117,BURR llc,2020-04-02 16:06:38.109375000,2020.0,1930665019.0,2020-03-18,2020-04-02,2020-03-18,NAA8,131115.3,0-15
801,4511,U001,0200726979,BJ'S  systems,2020-05-11 05:45:13.500000000,2020.0,1930828959.0,2020-04-26,2020-05-11,2020-04-26,NAA8,554.96,0-15
802,4512,U001,0200416837,DEC corp,2020-03-22 18:00:35.968750000,2020.0,1930675693.0,2020-03-20,2020-03-26,2020-03-16,NAM2,10253.19,
803,4513,U001,200769623,WAL-MAR systems,2020-05-21 17:39:48.039062500,2020.0,1930862810.0,2020-05-06,2020-05-21,2020-05-06,NAH4,26883.48,0-15
804,4515,U001,0200769623,WAL-MAR co,2020-03-22 09:04:35.750000000,2020.0,1930652905.0,2020-03-15,2020-03-30,2020-03-15,NAH4,71.11,
805,4518,U001,0200759878,SA in,2020-04-10 14:02:25.578125000,2020.0,1930701799.0,2020-03-25,2020-04-09,2020-03-25,NAH4,13976.96,0-15
806,4519,U001,0200758531,BRENH co,2020-03-23 04:40:13.875000000,2020.0,1930594339.0,2020-03-03,2020-03-18,2020-03-03,NAA8,15345.97,0-15
807,4524,U001,0200750051,ALBER co,2020-04-11 17:28:26.296875000,2020.0,1930718742.0,2020-03-30,2020-04-14,2020-03-30,NAA8,67245.48,
808,4525,U001,0200772670,ASSOCIAT llc,2020-05-13 16:41:29.156250000,2020.0,1930830556.0,2020-04-27,2020-05-12,2020-04-27,NAU5,77313.41,0-15
809,4527,U001,0200707822,PUBLI systems,2020-04-17 13:13:06.031250000,2020.0,1930750592.0,2020-04-05,2020-04-20,2020-04-05,NAA8,501.11,
810,4528,U001,0200726979,BJ'S  llc,2020-03-27 07:45:08.675781250,2020.0,1930642837.0,2020-03-13,2020-03-28,2020-03-13,NAA8,33499.03,
811,4544,CA02,0140104423,METRO  in,2020-05-05 22:11:29.875000000,2020.0,2960630381.0,2020-04-23,2020-05-04,2020-04-24,CA10,42318.99,0-15
812,4551,U001,0200744019,TARG us,2020-05-10 12:50:12.937500000,2020.0,1930821501.0,2020-04-24,2020-05-09,2020-04-24,NAA8,2080.58,0-15
813,4552,U001,0200418007,AM ,2020-03-24 16:57:29.750000000,2020.0,1930652816.0,2020-03-15,2020-03-30,2020-03-15,NAA8,2579.09,
814,4553,U001,0200726979,BJ'S  systems,2020-04-20 08:35:05.062500000,2020.0,1930773892.0,2020-04-09,2020-04-24,2020-04-09,NAA8,904.56,
815,4555,U001,200780383,MEIJ corp,2020-04-05 09:50:24.984375000,2020.0,1930671096.0,2020-03-19,2020-04-03,2020-03-19,NAA8,45756.21,0-15
816,4560,U001,0200726979,BJ'S  corp,2020-03-14 04:56:05.023437500,2020.0,1930578036.0,2020-02-28,2020-03-14,2020-02-28,NAA8,430.13,0-15
817,4564,U001,0200712187,SPAR corp,2020-04-07 19:08:22.937500000,2020.0,1930699975.0,2020-03-24,2020-04-08,2020-03-24,NAA8,55669.62,
818,4565,CA02,0140104423,METRO  systems,2020-04-13 05:11:54.148437500,2020.0,2960625935.0,2020-04-01,2020-04-13,2020-04-03,CA10,63421.12699999999,0-15
819,4566,U001,0200881076,ALBERT in,2020-04-08 19:24:46.937500000,2020.0,1930709327.0,2020-03-27,2020-04-11,2020-03-27,NAA8,54700.74,
820,4573,U001,0200759878,SA co,2020-04-21 09:31:21.625000000,2020.0,1930743398.0,2020-04-04,2020-04-19,2020-04-04,NAH4,25098.48,0-15
821,4587,U001,0200806580,BE llc,2020-05-11 05:03:15.687500000,2020.0,1930845882.0,2020-05-04,2020-05-19,2020-05-04,NAA8,5795.0,
822,4589,U001,0200786288,FAMILY corporation,2020-05-11 17:19:29.125000000,2020.0,1930802181.0,2020-04-20,2020-05-05,2020-04-20,NAC6,73033.34,0-15
823,4590,CA02,0140104423,METRO  us,2020-04-02 20:07:26.320312500,2020.0,2960622904.0,2020-03-20,2020-04-02,2020-03-23,CA10,166843.971,0-15
824,4597,U001,0200704858,WAKE corp,2020-04-14 18:15:07.882812500,2020.0,1930718030.0,2020-03-30,2020-04-14,2020-03-30,NAA8,96857.1,0-15
825,4598,U001,0200726979,BJ'S  in,2020-03-25 09:49:46.031250000,2020.0,1930645787.0,2020-03-13,2020-03-28,2020-03-13,NAA8,225.51,
826,4602,U001,0200772670,ASSOCIAT in,2020-05-07 06:41:36.375000000,2020.0,1930803467.0,2020-04-20,2020-05-05,2020-04-20,NAU5,401.74,0-15
827,4608,U001,0200769623,WAL-MAR associates,2020-04-04 13:24:19.933593750,2020.0,1930681131.0,2020-03-21,2020-04-05,2020-03-21,NAH4,4341.39,
828,4609,U001,0200744019,TARG ,2020-04-26 14:28:06.304687500,2020.0,1930775743.0,2020-04-11,2020-04-26,2020-04-11,NAA8,1438.94,0-15
829,4610,CA02,0140104423,METRO  co,2020-04-12 01:27:12.062500000,2020.0,2960624751.0,2020-04-01,2020-04-11,2020-04-01,CA10,35547.58899999999,0-15
830,4615,U001,0100012482,UNI corporation,2020-03-23 04:00:35.656250000,2020.0,1930581923.0,2020-03-05,2020-03-20,2020-03-05,NAA8,18743.44,0-15
831,4617,U001,0200762301,C&S WH systems,2020-04-20 08:36:51.703125000,2020.0,1930761006.0,2020-04-08,2020-04-23,2020-04-08,NAC6,104360.23,
832,4628,U001,200769623,WAL-MAR us,2020-04-17 08:30:46.363281250,2020.0,1930739054.0,2020-04-02,2020-04-17,2020-04-02,NAH4,45747.27,0-15
833,4629,U001,0200920735,ALBERT foundation,2020-04-01 17:30:30.523437500,2020.0,1930674256.0,2020-03-19,2020-04-03,2020-03-19,NAA8,68336.82,
834,4630,U001,0200435191,C& trust,2020-05-14 03:19:13.453125000,2020.0,1930823121.0,2020-05-01,2020-05-16,2020-05-01,NAC6,118691.68,
835,4635,U001,0200762301,C&S WH ,2020-06-05 07:42:19.000000000,2020.0,1930606710.0,2020-03-30,2020-04-30,2020-03-30,C129,53387.42,31-45
836,4641,U001,0200769623,WAL-MAR associates,2020-04-27 13:53:27.578125000,2020.0,1930773887.0,2020-04-12,2020-04-27,2020-04-12,NAH4,66600.51,0-15
837,4645,U001,0200726979,BJ'S  systems,2020-03-16 01:34:24.718750000,2020.0,1930574472.0,2020-02-27,2020-03-13,2020-02-27,NAA8,338.26,0-15
838,4653,U013,0140103335,PARAM co,2020-04-04 09:06:15.406250000,2020.0,1991840719.0,2020-03-09,2020-04-08,2020-03-09,NAVE,10944.3,
839,4667,U001,0200418007,AM in,2020-03-12 01:26:23.500000000,2020.0,1930592652.0,2020-03-03,2020-03-18,2020-03-03,NAA8,7326.58,
840,4668,U001,200769623,WAL-MAR foundation,2020-04-03 19:26:56.132812500,2020.0,1930683578.0,2020-03-21,2020-04-05,2020-03-21,NAH4,46082.25,
841,4671,U001,0200726979,BJ'S  foundation,2020-04-08 01:05:21.375000000,2020.0,1930688756.0,2020-03-21,2020-04-05,2020-03-21,NAA8,319.93,0-15
842,4672,U001,0200769623,WAL-MAR co,2020-05-14 16:47:55.250000000,2020.0,1930854579.0,2020-05-05,2020-05-20,2020-05-05,NAH4,725.42,
843,4675,U001,CCU013,KRAFT F llc,2020-04-19 02:25:46.250000000,2020.0,1930606546.0,2020-03-09,2020-03-09,2020-03-09,NAX2,16851.34,31-45
844,4679,U001,0200418007,AM systems,2020-05-07 13:38:05.031250000,2020.0,1930802074.0,2020-04-20,2020-05-05,2020-04-20,NAA8,15291.05,0-15
845,4684,U001,0200769623,WAL-MAR trust,2020-04-11 12:29:41.695312500,2020.0,1930716937.0,2020-03-29,2020-04-13,2020-03-29,NAH4,29600.48,
846,4694,CA02,0140106376,ISLAND corp,2020-04-04 03:17:53.750000000,2020.0,2960618751.0,2020-03-05,2020-03-23,2020-03-13,CA10,51439.857,0-15
847,4697,U001,0200769623,WAL-MAR foundation,2020-05-07 04:02:22.234375000,2020.0,1930818481.0,2020-04-23,2020-05-08,2020-04-23,NAH4,7243.24,
848,4707,U001,0200706844,WINC corp,2020-04-11 00:47:07.812500000,2020.0,1930690581.0,2020-03-25,2020-04-09,2020-03-25,NAA8,2924.67,0-15
849,4712,U001,0200705742,DOT llc,2020-03-31 19:06:17.125000000,2020.0,1930613666.0,2020-03-06,2020-04-09,2020-03-06,NAAW,77222.68,
850,4717,U001,0200772670,ASSOCIAT llc,2020-04-22 05:05:10.875000000,2020.0,1930773799.0,2020-04-10,2020-04-25,2020-04-10,NAU5,1957.44,
851,4718,U001,0200704045,RA systems,2020-03-24 04:03:13.890625000,2020.0,1930620201.0,2020-03-07,2020-03-22,2020-03-07,NAA8,92270.98,0-15
852,4721,CA02,0140105686,SYSC us,2020-03-21 06:35:32.406250000,2020.0,2960619131.0,2020-03-07,2020-03-22,2020-03-12,CA10,528.5699999999999,
853,4727,CA02,0140106408,WAL-M in,2020-04-22 19:58:46.812500000,2020.0,2960626401.0,2020-04-02,2020-04-12,2020-04-02,CA10,44178.064,0-15
854,4729,U001,0200799367,MCL in,2020-05-16 12:43:05.429687500,2020.0,1930641597.0,2020-03-12,2020-05-16,2020-03-12,NAGD,369.46,0-15
